objectId,title,statusText,Resolution_time,Response_Time,SLA
0010008625,Please process unprocessed 3CT SO,Proposed Solution,75.72222222222223,10.383333333333333,Yes
0010008635,MK566598の正味発注価格未設定,Proposed Solution,56.46611111111111,3353.2166666666667,Yes
0010008799,GR issue,Customer Action,215.32694444444445,11.183333333333334,Yes
0010008807,Order Lines Duplicated,Proposed Solution,120.57861111111112,12.3,Yes
0010008816,Invoice 900078132 resend,Closed,16.510833333333334,695.1,Yes
0010008855,LP3/AP3 failed jobs: 6/21-6/23(2024),Proposed Solution,83.78,0.6833333333333333,Yes
0010008868,ZB01 Output for EU vehicles,Customer Action,123.73027777777777,2974.25,Yes
